Device Info:
Type:,Intel RealSense D435
HW Id:,0B07
Serial Num:,819112072284
Firmware Ver:,05.11.01.00

Streaming profile:
Stream,Format,Resolution,FPS
Depth,Z16,1280x720,30
Infrared 1,Y8,1280x720,30

Environment:
Plane-Fit_distance_mm,789,208679
Ground-Truth_Distance_mm,789

Sample Id,Frame #,Timestamp (ms),Fill-Rate %,Z Accuracy %,Plane Fit RMS Error %,Subpixel RMS Error (pixel),
0,52407,1768697.1148,99.8847,0.2058,2.8499,0.1322,
1,53042,1769051.2485,99.8732,0.2127,2.9362,0.1354,
2,53051,1769421.0032,99.8976,0.2074,2.8081,0.1296,
3,53064,1769768.8400,99.8949,0.2123,2.9086,0.1331,
4,53076,1770115.1940,99.9051,0.2076,2.9378,0.1347,
5,53085,1770457.8927,99.8779,0.2036,2.9810,0.1375,
6,53096,1770802.9164,99.8773,0.2149,2.8935,0.1334,
7,53105,1771150.7899,99.8895,0.2163,2.9598,0.1370,
8,53117,1771493.4899,99.8759,0.2074,2.8937,0.1344,
9,53126,1771838.8649,99.8664,0.2099,2.9383,0.1367,
10,53138,1772184.9730,99.8779,0.2232,2.9609,0.1370,
11,53146,1772534.6901,99.8664,0.2065,3.0569,0.1422,
12,53159,1772876.8863,99.8745,0.2145,2.8765,0.1330,
13,53167,1773222.9162,99.8555,0.2037,2.9276,0.1358,
14,53179,1773575.4074,99.8610,0.2130,2.8705,0.1332,
15,53188,1773919.0460,99.8671,0.2114,2.8503,0.1320,
16,53200,1774269.4063,99.8711,0.2144,2.8929,0.1341,
17,53209,1774618.3673,99.8623,0.2059,2.8960,0.1344,
18,53221,1774966.0851,99.8318,0.2086,3.0122,0.1398,
19,53230,1775318.5115,99.8467,0.2143,3.0287,0.1404,
20,53242,1775666.3071,99.8766,0.2044,2.9899,0.1387,
21,53251,1776004.5662,99.8834,0.2093,2.7494,0.1273,
22,53263,1776348.5201,99.8488,0.2133,2.9234,0.1351,
23,53272,1776686.3547,99.8583,0.2031,2.8756,0.1336,
24,53281,1777027.3618,99.8732,0.2054,2.8824,0.1332,
25,53293,1777376.1776,99.8698,0.2141,2.9607,0.1376,
26,53302,1777723.4523,99.8834,0.2098,2.9480,0.1363,
27,53314,1778070.4461,99.8786,0.2098,2.9888,0.1373,
28,53323,1778417.0046,99.8610,0.2071,2.9429,0.1353,
29,53335,1778758.7553,99.8542,0.2159,2.9789,0.1370,
30,53344,1779104.3159,99.8589,0.2089,2.9716,0.1380,
31,53353,1779457.9660,99.8793,0.2118,2.9315,0.1362,
32,53365,1779803.5124,99.8800,0.2139,3.0333,0.1409,
33,53377,1780146.5518,99.9010,0.2154,2.9831,0.1373,
34,53386,1780500.2967,99.8881,0.2152,2.9277,0.1352,
35,53395,1780838.6224,99.8705,0.2157,2.8835,0.1333,
36,53407,1781175.9415,99.8806,0.2170,2.9081,0.1345,
37,53416,1781515.3702,99.8562,0.2047,2.7960,0.1295,
38,53428,1781852.1474,99.8732,0.2096,3.0483,0.1406,
39,53437,1782190.8346,99.8847,0.2089,2.8591,0.1328,
40,53448,1782544.9830,99.8752,0.2045,2.8974,0.1344,
41,53457,1782898.1775,99.8711,0.1982,3.0219,0.1394,
42,53469,1783242.5400,99.8867,0.2065,2.8925,0.1342,
43,53478,1783581.0815,99.8854,0.2145,3.0306,0.1400,
44,53490,1783922.7575,99.8935,0.2061,3.0508,0.1418,
45,53499,1784263.0827,99.8962,0.2155,2.9188,0.1350,
46,53508,1784610.3922,99.8515,0.2139,3.0213,0.1394,
47,53521,1784949.4008,99.8657,0.2054,2.8909,0.1337,
48,53530,1785299.1470,99.8847,0.2031,2.8780,0.1329,
49,53539,1785646.4331,99.8813,0.2020,2.8653,0.1320,
50,53551,1785994.6240,99.8684,0.2049,2.9124,0.1353,
51,53561,1786348.1673,99.8813,0.2006,2.7946,0.1293,
52,53573,1786722.9212,99.8691,0.2023,2.9266,0.1347,
53,53582,1787078.5840,99.8616,0.2152,2.8850,0.1338,
54,53594,1787423.3076,99.8827,0.2093,2.9118,0.1342,
55,53603,1787773.2816,99.8881,0.2019,2.9277,0.1354,
56,53615,1788119.8184,99.8806,0.2116,2.9700,0.1371,
57,53624,1788472.0376,99.8583,0.2181,2.8592,0.1322,
58,53636,1788819.3148,99.8393,0.2089,2.8306,0.1315,
59,53645,1789162.8836,99.8393,0.2112,2.9692,0.1373,
60,53657,1789504.4166,99.8901,0.1983,2.9093,0.1348,
61,53666,1789844.7880,99.8773,0.2102,2.8929,0.1344,
62,53678,1790186.6272,99.8311,0.2161,3.0501,0.1418,
63,53687,1790530.9931,99.8739,0.2117,2.7684,0.1282,
64,53699,1790885.0324,99.8684,0.2131,2.9802,0.1370,
65,53708,1791236.8040,99.8549,0.1983,3.0087,0.1396,
66,53717,1791580.3379,99.8678,0.1983,2.9282,0.1359,
67,53730,1791925.1849,99.8718,0.2119,2.8253,0.1300,
68,53739,1792278.1798,99.8589,0.2111,2.7707,0.1282,
69,53750,1792627.0581,99.8732,0.2195,2.9893,0.1396,
70,53759,1792965.4493,99.8454,0.2078,2.8734,0.1334,
71,53771,1793311.4640,99.8630,0.2140,2.9004,0.1345,
72,53780,1793648.0347,99.8976,0.2062,2.8999,0.1341,
73,53792,1793989.0229,99.8854,0.2036,2.9733,0.1370,
74,53801,1794364.8287,99.8644,0.2133,3.0767,0.1419,
75,53813,1794718.8059,99.8773,0.1963,2.9252,0.1348,
76,53822,1795079.9980,99.8949,0.2033,2.8893,0.1338,
77,53834,1795433.2751,99.8549,0.2190,2.8929,0.1347,
78,53843,1795781.5887,99.8650,0.2121,2.8991,0.1338,
79,53856,1796131.7310,99.8454,0.2132,2.8988,0.1345,
80,53865,1796488.1040,99.8562,0.2125,2.8999,0.1340,
81,53877,1796838.0259,99.8623,0.2214,2.8948,0.1339,
82,53886,1797187.6587,99.8989,0.2061,3.0087,0.1396,
83,53898,1797544.3393,99.8962,0.2106,2.9723,0.1372,
84,53907,1797887.7812,99.8752,0.2131,2.9405,0.1369,
85,53919,1798237.8160,99.8779,0.1974,2.8393,0.1314,
86,53928,1798614.3030,99.8684,0.2035,3.0607,0.1409,
87,53940,1798954.6659,99.8854,0.2089,3.0357,0.1406,
88,53949,1799305.8719,99.8847,0.1987,2.8685,0.1334,
89,53961,1799660.0076,99.9132,0.2105,2.8554,0.1325,
90,53970,1800005.0295,99.8840,0.2057,2.8394,0.1314,
