Device Info:
Type:,Intel RealSense D435
HW Id:,0B07
Serial Num:,819112072284
Firmware Ver:,05.11.01.00

Streaming profile:
Stream,Format,Resolution,FPS
Depth,Z16,1280x720,30
Infrared 1,Y8,1280x720,30

Environment:
Plane-Fit_distance_mm,788,462402
Ground-Truth_Distance_mm,789

Sample Id,Frame #,Timestamp (ms),Fill-Rate %,Z Accuracy %,Plane Fit RMS Error %,Subpixel RMS Error (pixel),
0,64753,2165221.9251,99.8372,0.0924,4.1010,0.0955,
1,64942,2165470.3444,99.8562,0.0758,4.0341,0.0938,
2,64949,2165712.7505,99.8779,0.0923,3.8983,0.0911,
3,64957,2165997.8045,99.8264,0.2069,3.8728,0.0904,
4,64965,2166271.4757,99.8671,0.2184,3.9049,0.0909,
5,64973,2166517.9426,99.8779,0.2147,4.1548,0.0962,
6,64981,2166772.2197,99.8427,0.2150,3.8476,0.0889,
7,64989,2167003.3877,99.8752,0.1046,4.0982,0.0955,
8,64996,2167237.8743,99.8671,0.0952,3.9551,0.0919,
9,65001,2167472.1750,99.8616,0.0994,3.9640,0.0922,
10,65009,2167709.1495,99.8589,0.0955,3.9613,0.0919,
11,65016,2167949.3878,99.8291,0.0881,4.0066,0.0930,
12,65021,2168192.7315,99.8996,0.2102,3.9090,0.0902,
13,65029,2168437.5596,99.8210,0.0837,3.9917,0.0927,
14,65035,2168685.1500,99.8942,0.2202,4.0229,0.0928,
15,65043,2168931.5605,99.8210,0.2181,4.1423,0.0958,
16,65049,2169175.3532,99.9023,0.0908,3.8252,0.0889,
17,65057,2169420.6308,99.8508,0.0931,3.9031,0.0908,
18,65063,2169694.2972,99.8888,0.0941,3.9806,0.0921,
19,65071,2169946.9984,99.8942,0.1050,4.1411,0.0962,
20,65080,2170191.9686,99.8888,0.0801,3.9413,0.0919,
21,65086,2170445.4365,99.8616,0.1078,3.9332,0.0910,
22,65094,2170692.2542,99.8616,0.0988,3.9018,0.0911,
23,65102,2170934.7001,99.8806,0.0868,3.8871,0.0912,
24,65109,2171179.6932,99.8427,0.2139,4.1304,0.0959,
25,65116,2171416.8055,99.8616,0.0991,4.0024,0.0934,
26,65123,2171673.6812,99.8806,0.2057,3.8472,0.0897,
27,65132,2171924.9460,99.8291,0.1970,4.0164,0.0933,
28,65138,2172177.5666,99.8616,0.2091,3.8800,0.0898,
29,65145,2172418.3118,99.8806,0.1013,3.9450,0.0914,
30,65154,2172675.5629,99.8535,0.0846,3.9294,0.0916,
31,65162,2172935.7790,99.8725,0.2129,4.0537,0.0944,
32,65170,2173176.3397,99.8861,0.1037,4.0480,0.0947,
33,65177,2173406.5720,99.8779,0.0979,4.2014,0.0975,
34,65186,2173630.9217,99.8834,0.0913,4.0406,0.0935,
35,65192,2173853.1003,99.8644,0.0944,3.9737,0.0931,
36,65198,2174078.2088,99.8616,0.1031,3.8562,0.0898,
37,65205,2174305.2807,99.8454,0.0902,3.9550,0.0922,
38,65213,2174530.2555,99.8616,0.0949,3.9602,0.0924,
39,65219,2174753.4641,99.8834,0.0832,4.0151,0.0929,
40,65225,2174978.7106,99.8481,0.2131,3.8538,0.0889,
41,65231,2175204.7071,99.8616,0.0993,4.0401,0.0944,
42,65236,2175427.6229,99.8562,0.1007,3.9589,0.0923,
43,65244,2175653.8136,99.8779,0.0951,4.0825,0.0948,
44,65251,2175877.3388,99.8345,0.1022,3.9962,0.0925,
45,65258,2176103.9527,99.8644,0.0963,4.0812,0.0946,
46,65264,2176333.5747,99.8644,0.0982,3.9232,0.0912,
47,65270,2176569.3005,99.8779,0.0988,4.0720,0.0948,
48,65280,2176798.4214,99.8969,0.0948,3.9440,0.0913,
49,65286,2177028.8759,99.8318,0.2006,4.1032,0.0953,
50,65293,2177259.1300,99.8779,0.0854,3.8394,0.0898,
51,65299,2177483.1804,99.8671,0.0961,3.9662,0.0920,
52,65305,2177721.2237,99.8372,0.0966,4.0841,0.0952,
53,65314,2177948.9578,99.8888,0.0846,4.1496,0.0968,
54,65320,2178176.1940,99.8996,0.2052,3.9048,0.0910,
55,65327,2178406.6283,99.8861,0.0975,4.1107,0.0948,
56,65334,2178636.1477,99.7993,0.2106,3.9884,0.0926,
57,65340,2178864.9320,99.8454,0.0921,3.8960,0.0906,
58,65347,2179096.6945,99.8644,0.0875,3.7575,0.0869,
59,65354,2179326.4062,99.8861,0.2095,3.8519,0.0895,
60,65360,2179558.8036,99.8915,0.2209,3.7927,0.0879,
61,65368,2179791.9212,99.9105,0.0836,3.7882,0.0876,
62,65375,2180022.4501,99.8752,0.2157,3.8866,0.0903,
63,65382,2180252.2881,99.8562,0.2078,3.8195,0.0886,
64,65389,2180525.3322,99.8400,0.0816,3.9099,0.0908,
65,65397,2180767.6938,99.8806,0.2129,3.9466,0.0912,
66,65406,2181004.7650,99.8535,0.2007,3.9762,0.0922,
67,65412,2181238.8591,99.8318,0.2054,4.0514,0.0939,
68,65418,2181472.6527,99.9051,0.0909,3.9585,0.0918,
69,65425,2181702.0748,99.6853,0.0888,3.9703,0.0919,
70,65431,2181932.3289,99.8454,0.2032,3.7156,0.0868,
71,65438,2182184.9253,99.8806,0.1007,4.0371,0.0942,
72,65447,2182425.6713,99.8861,0.0997,4.0551,0.0945,
73,65454,2182661.0783,99.8834,0.0902,4.1418,0.0962,
74,65461,2182895.0118,99.8318,0.1068,3.9042,0.0903,
75,65468,2183125.1255,99.8562,0.2064,3.8895,0.0902,
76,65475,2183356.1867,99.8644,0.0898,3.8779,0.0908,
77,65482,2183581.5260,99.8671,0.2061,3.8590,0.0892,
78,65489,2183808.3195,99.8725,0.2134,3.8961,0.0902,
79,65495,2184033.9097,99.8562,0.0886,3.8285,0.0891,
80,65503,2184262.2788,99.8806,0.1948,4.0615,0.0942,
81,65509,2184501.0839,99.8589,0.2131,3.9186,0.0910,
82,65516,2184733.6062,99.8562,0.0928,4.0925,0.0949,
83,65523,2184964.1588,99.8427,0.0966,4.1665,0.0965,
84,65530,2185188.6471,99.8834,0.0939,3.8601,0.0896,
85,65536,2185433.4570,99.8562,0.0981,3.6675,0.0852,
86,65544,2185659.4334,99.8562,0.0941,3.9035,0.0909,
87,65551,2185883.1586,99.8779,0.0964,4.0674,0.0941,
88,65558,2186107.9646,99.8644,0.0912,4.0611,0.0947,
89,65564,2186333.3019,99.8562,0.0982,4.0276,0.0936,
90,65571,2186593.3228,99.8481,0.0972,4.0635,0.0940,
91,65579,2186846.0753,99.8616,0.2015,3.8093,0.0886,
92,65588,2187083.8848,99.8861,0.0879,4.0142,0.0939,
93,65594,2187325.0106,99.8183,0.0792,4.0149,0.0931,
94,65601,2187560.5106,99.8779,0.0954,4.0824,0.0949,
95,65608,2187793.3031,99.8942,0.0797,3.7153,0.0858,
96,65615,2188026.6510,99.8698,0.0891,4.0537,0.0942,
97,65623,2188256.4733,99.8155,0.2152,4.0385,0.0934,
98,65629,2188492.5384,99.8698,0.0899,3.9633,0.0920,
99,65636,2188730.5774,99.8671,0.2186,3.9386,0.0912,
100,65643,2188973.3074,99.8562,0.0943,4.0973,0.0955,
101,65651,2189211.9649,99.8589,0.2186,3.9912,0.0928,
102,65658,2189442.8812,99.8861,0.0999,4.0430,0.0944,
103,65665,2189672.2168,99.8888,0.0956,3.9853,0.0923,
104,65670,2189901.1543,99.8698,0.0895,3.9112,0.0908,
105,65678,2190131.8926,99.8400,0.0932,3.9566,0.0925,
106,65686,2190367.4398,99.8806,0.0899,4.1300,0.0958,
107,65692,2190594.7764,99.8671,0.0989,4.0687,0.0942,
108,65699,2190822.6066,99.8562,0.0896,3.9980,0.0929,
109,65706,2191054.2953,99.8915,0.1031,3.7426,0.0867,
110,65712,2191282.3876,99.8454,0.0951,3.8508,0.0896,
111,65719,2191510.5757,99.8562,0.0935,3.8617,0.0897,
112,65727,2191737.4703,99.8806,0.0885,3.9380,0.0914,
113,65733,2191966.8697,99.8535,0.2161,4.0879,0.0946,
114,65740,2192193.5974,99.8698,0.0949,3.8626,0.0896,
115,65747,2192449.1136,99.8671,0.0862,3.8209,0.0893,
116,65754,2192681.9133,99.9023,0.1058,3.9929,0.0924,
117,65761,2192914.6074,99.8671,0.0959,3.8357,0.0888,
118,65769,2193142.7140,99.8535,0.0855,4.1080,0.0956,
119,65776,2193375.1296,99.8752,0.2008,3.9772,0.0923,
120,65782,2193603.2518,99.8915,0.2018,4.0096,0.0931,
121,65789,2193827.8358,99.8942,0.0957,3.8828,0.0903,
122,65796,2194056.3794,99.8644,0.1058,3.9763,0.0921,
123,65803,2194288.2761,99.8888,0.0923,3.9583,0.0919,
124,65810,2194519.1201,99.8427,0.0980,4.0515,0.0941,
125,65817,2194748.9112,99.8454,0.0939,4.0220,0.0935,
126,65824,2194976.0489,99.8291,0.2272,3.9466,0.0914,
127,65831,2195200.8107,99.8644,0.0976,3.9553,0.0921,
128,65837,2195430.8505,99.8915,0.0988,4.0476,0.0938,
129,65845,2195659.2465,99.8888,0.0919,3.9189,0.0914,
130,65851,2195880.2219,99.8834,0.2159,3.8822,0.0900,
131,65858,2196111.6925,99.8671,0.1064,3.9146,0.0905,
132,65865,2196336.7358,99.8562,0.0969,3.9761,0.0925,
