Device Info:
Type:,Intel RealSense D435
HW Id:,0B07
Serial Num:,819112072284
Firmware Ver:,05.11.01.00

Streaming profile:
Stream,Format,Resolution,FPS
Depth,Z16,1280x720,30
Infrared 1,Y8,1280x720,30

Environment:
Plane-Fit_distance_mm,789,251526
Ground-Truth_Distance_mm,789

Sample Id,Frame #,Timestamp (ms),Fill-Rate %,Z Accuracy %,Plane Fit RMS Error %,Subpixel RMS Error (pixel),
0,50956,1711082.9226,99.5124,0.2150,4.0737,0.1883,
1,51314,1711430.7694,99.4527,0.2231,3.9583,0.1829,
2,51325,1711781.5610,99.5104,0.2103,3.9737,0.1839,
3,51334,1712129.6826,99.5246,0.2104,3.9866,0.1845,
4,51346,1712477.2721,99.5205,0.2007,3.8491,0.1784,
5,51355,1712831.6444,99.4595,0.2104,4.1440,0.1933,
6,51367,1713187.6370,99.5076,0.2196,3.7634,0.1753,
7,51376,1713533.3759,99.5334,0.2080,4.0332,0.1864,
8,51388,1713881.2847,99.5823,0.2005,4.0010,0.1844,
9,51397,1714232.8338,99.5253,0.2053,3.8278,0.1775,
10,51409,1714580.3908,99.6073,0.2042,4.0354,0.1870,
11,51418,1714923.7131,99.5375,0.2099,3.8829,0.1807,
12,51429,1715272.4589,99.5178,0.2079,3.8857,0.1798,
13,51441,1715628.6480,99.5212,0.2202,3.9029,0.1819,
14,51450,1715980.4451,99.4724,0.2233,4.0029,0.1854,
15,51462,1716327.2799,99.5239,0.2074,3.9547,0.1832,
16,51471,1716675.6761,99.5728,0.2223,3.9541,0.1837,
17,51482,1717034.6014,99.4215,0.2022,4.0349,0.1874,
18,51494,1717388.0131,99.5945,0.2084,3.9657,0.1843,
19,51503,1717753.2844,99.4954,0.1985,3.8287,0.1771,
20,51515,1718100.0655,99.5022,0.1972,3.9222,0.1808,
21,51524,1718458.8362,99.4995,0.2025,4.0168,0.1858,
22,51535,1718808.1742,99.5443,0.3249,4.0430,0.1866,
23,51545,1719161.1026,99.5036,0.2034,4.1441,0.1919,
24,51557,1719532.1211,99.4934,0.2152,3.8884,0.1812,
25,51566,1719876.0117,99.5151,0.3161,3.9299,0.1809,
26,51578,1720221.2451,99.5348,0.1992,4.0412,0.1879,
27,51587,1720571.1012,99.5239,0.2007,3.9225,0.1824,
28,51599,1720925.7236,99.5531,0.2145,3.9687,0.1832,
29,51611,1721276.3676,99.5117,0.2067,3.9655,0.1836,
30,51620,1721637.6199,99.5538,0.2158,3.9696,0.1849,
31,51632,1721994.0611,99.5361,0.1918,3.9600,0.1836,
32,51641,1722360.1348,99.5653,0.2042,3.8838,0.1800,
33,51653,1722708.4426,99.5972,0.2001,4.0052,0.1865,
34,51663,1723055.1704,99.5795,0.1953,4.0659,0.1879,
35,51672,1723407.7525,99.4968,0.2011,4.1786,0.1933,
36,51682,1723754.6955,99.5436,0.1988,4.1071,0.1901,
37,51694,1724108.5376,99.5538,0.2127,3.9038,0.1816,
38,51704,1724467.0642,99.5612,0.1922,4.1039,0.1894,
39,51714,1724824.4922,99.5043,0.2172,3.8770,0.1804,
40,51727,1725195.5249,99.5273,0.1961,4.0939,0.1884,
41,51737,1725553.6534,99.5375,0.2070,3.9615,0.1849,
42,51749,1725895.9291,99.4968,0.2092,3.9570,0.1836,
43,51758,1726246.7378,99.5741,0.2097,3.9385,0.1824,
44,51770,1726595.6842,99.4466,0.2034,3.9863,0.1851,
45,51779,1726947.6885,99.5273,0.3222,3.7670,0.1744,
46,51791,1727303.0492,99.5619,0.2045,3.9779,0.1837,
47,51800,1727659.2495,99.5151,0.2253,4.1496,0.1926,
48,51812,1728010.6426,99.4893,0.2118,3.9293,0.1831,
49,51821,1728364.0881,99.4880,0.2154,4.0235,0.1862,
50,51833,1728715.5396,99.5585,0.2127,3.8808,0.1806,
51,51842,1729062.0662,99.5483,0.2086,3.9678,0.1863,
52,51853,1729409.9882,99.5924,0.2000,3.9389,0.1817,
53,51865,1729761.9748,99.4310,0.1994,3.9019,0.1805,
54,51874,1730126.8400,99.5097,0.2054,3.9117,0.1810,
55,51886,1730473.7632,99.5388,0.3298,4.1876,0.1944,
56,51895,1730821.2954,99.5456,0.1997,4.1153,0.1908,
57,51907,1731171.5672,99.5639,0.2068,3.9642,0.1835,
58,51918,1731528.3918,99.5572,0.2002,3.8822,0.1794,
59,51927,1731879.5228,99.5687,0.2085,4.0866,0.1902,
60,51939,1732227.5567,99.5877,0.3276,4.0314,0.1872,
61,51948,1732581.5985,99.5341,0.2019,4.1823,0.1935,
62,51958,1732951.9007,99.5022,0.2170,4.0169,0.1863,
63,51969,1733329.6012,99.5456,0.2049,3.8458,0.1788,
64,51981,1733687.1136,99.5043,0.2138,3.6990,0.1710,
65,51991,1734030.4837,99.5266,0.3205,3.9151,0.1812,
66,52003,1734382.6759,99.4921,0.2121,4.0114,0.1850,
67,52011,1734727.4423,99.5171,0.2041,4.1536,0.1920,
68,52024,1735084.5652,99.4744,0.2098,3.8466,0.1784,
69,52033,1735432.5204,99.4995,0.2104,4.0007,0.1859,
70,52045,1735773.6938,99.4927,0.2126,4.1696,0.1944,
71,52054,1736118.9029,99.5544,0.2008,3.9012,0.1820,
72,52065,1736469.8215,99.4873,0.2169,3.9623,0.1850,
73,52077,1736815.0349,99.5551,0.2084,4.0770,0.1892,
74,52085,1737163.3107,99.5897,0.2148,3.7813,0.1737,
75,52097,1737521.0759,99.5510,0.2027,3.8963,0.1808,
76,52106,1737867.8377,99.4670,0.2181,3.9633,0.1833,
77,52118,1738211.9644,99.5212,0.2052,3.9720,0.1839,
78,52129,1738554.1050,99.5429,0.2024,3.8619,0.1781,
79,52138,1738905.3361,99.5863,0.1917,3.9099,0.1813,
80,52149,1739246.0996,99.4792,0.3317,3.9788,0.1858,
81,52158,1739607.0082,99.5748,0.2062,3.9720,0.1837,
82,52169,1739953.7541,99.5266,0.2123,3.9318,0.1820,
83,52181,1740305.0384,99.5253,0.3305,3.9576,0.1833,
84,52190,1740652.0117,99.5144,0.2012,4.0393,0.1874,
85,52202,1740996.4663,99.4914,0.2074,4.1060,0.1908,
86,52211,1741346.1475,99.4541,0.2030,3.7966,0.1752,
87,52223,1741696.2127,99.5592,0.2143,3.9749,0.1842,
88,52232,1742042.7089,99.5226,0.2149,3.7897,0.1759,
89,52243,1742392.2369,99.5327,0.2051,4.1118,0.1910,
