Device Info:
Type:,Intel RealSense D435
HW Id:,0B07
Serial Num:,819112072284
Firmware Ver:,05.11.01.00

Streaming profile:
Stream,Format,Resolution,FPS
Depth,Z16,1280x720,30
Infrared 1,Y8,1280x720,30

Environment:
Plane-Fit_distance_mm,307,687714
Ground-Truth_Distance_mm,303

Sample Id,Frame #,Timestamp (ms),Fill-Rate %,Z Accuracy %,Plane Fit RMS Error %,Subpixel RMS Error (pixel),
0,22788,786606.9947,99.3790,1.2882,1.2141,0.3065,
1,23552,786947.7277,99.4058,1.2876,1.2135,0.3056,
2,23564,787287.4989,99.3700,1.2768,1.2339,0.3132,
3,23573,787636.3687,99.3790,1.2840,1.2210,0.3023,
4,23584,787984.3654,99.3418,1.2841,1.2255,0.3095,
5,23593,788348.1968,99.3563,1.2827,1.2118,0.3097,
6,23605,788700.9998,99.3744,1.2764,1.2310,0.3142,
7,23617,789043.5890,99.3680,1.2813,1.2153,0.3106,
8,23626,789392.1175,99.3600,1.2822,1.2220,0.3108,
9,23637,789745.0707,99.3793,1.2815,1.2251,0.3119,
10,23646,790092.3529,99.4124,1.2761,1.2201,0.3165,
11,23658,790466.2073,99.3585,1.2914,1.1979,0.3032,
12,23667,790813.3499,99.3429,1.2986,1.1847,0.3007,
13,23679,791160.5698,99.3666,1.2816,1.2226,0.3129,
14,23688,791511.4491,99.3751,1.2831,1.2134,0.3100,
15,23700,791857.6040,99.3473,1.2840,1.2113,0.3086,
16,23711,792202.6087,99.3668,1.2808,1.2225,0.3123,
17,23720,792555.4607,99.3342,1.2865,1.2085,0.3069,
18,23732,792903.8412,99.3482,1.3005,1.1815,0.2972,
19,23741,793253.7427,99.3453,1.2900,1.2059,0.3056,
20,23752,793605.1794,99.3250,1.2865,1.2028,0.3066,
21,23761,793949.0264,99.3653,1.2830,1.2107,0.3085,
22,23773,794291.7559,99.3509,1.2814,1.2251,0.3107,
23,23782,794640.8191,99.3522,1.2901,1.1944,0.3038,
24,23795,794982.3621,99.3527,1.2931,1.1903,0.3036,
25,23804,795315.1777,99.3335,1.2866,1.2237,0.3100,
26,23815,795686.3157,99.3680,1.2934,1.1873,0.3016,
27,23824,796028.8973,99.3527,1.2812,1.2222,0.3104,
28,23836,796381.5678,99.3414,1.2892,1.2070,0.3065,
29,23846,796728.4660,99.3861,1.2790,1.2237,0.3139,
30,23857,797076.7994,99.3284,1.2810,1.2150,0.3114,
31,23866,797423.7490,99.3419,1.2888,1.2054,0.3044,
32,23878,797785.4528,99.3494,1.2883,1.1996,0.3053,
33,23887,798127.1460,99.3441,1.2844,1.2069,0.3080,
34,23899,798466.4201,99.3622,1.2836,1.2124,0.3088,
35,23907,798806.9882,99.3330,1.2866,1.2100,0.3067,
36,23919,799150.3093,99.3250,1.2949,1.1962,0.3021,
37,23928,799538.5922,99.3441,1.2880,1.2015,0.3049,
38,23940,799885.4009,99.3132,1.2902,1.2259,0.3095,
39,23952,800227.5690,99.3485,1.2848,1.2105,0.3079,
40,23961,800567.5940,99.3495,1.2926,1.1900,0.2995,
41,23973,800908.4072,99.3495,1.2837,1.2188,0.3082,
42,23981,801256.0083,99.3803,1.2875,1.2055,0.3041,
43,23993,801598.0058,99.3742,1.2840,1.2093,0.3109,
44,24002,801950.2855,99.3149,1.2985,1.1844,0.2968,
45,24014,802299.5022,99.3284,1.2875,1.2135,0.3070,
46,24023,802659.0695,99.3369,1.2973,1.1854,0.2989,
47,24033,803002.4183,99.3619,1.3536,1.1280,0.2805,
48,24045,803345.2033,99.3686,1.2952,1.1923,0.3002,
49,24055,803681.9175,99.3658,1.2884,1.1985,0.3053,
50,24066,804015.2384,99.3500,1.2856,1.2076,0.3084,
51,24075,804358.6447,99.3526,1.2855,1.2118,0.3106,
52,24084,804714.1901,99.3798,1.2953,1.1959,0.3035,
53,24096,805056.7628,99.3808,1.2865,1.2062,0.3073,
54,24107,805416.0133,99.3561,1.2864,1.2061,0.3074,
55,24116,805754.6914,99.3512,1.2905,1.1994,0.3044,
56,24128,806099.4715,99.3566,1.2893,1.2007,0.3061,
57,24137,806446.0121,99.3450,1.2903,1.1986,0.3038,
58,24149,806792.2532,99.3495,1.2928,1.1904,0.3012,
59,24158,807136.8392,99.3419,1.2846,1.2206,0.3075,
60,24169,807481.5606,99.3269,1.2917,1.1955,0.3015,
