Device Info:
Type:,Intel RealSense D435
HW Id:,0B07
Serial Num:,819112072284
Firmware Ver:,05.11.01.00

Streaming profile:
Stream,Format,Resolution,FPS
Depth,Z16,1280x720,30
Infrared 1,Y8,1280x720,30

Environment:
Plane-Fit_distance_mm,303,736633
Ground-Truth_Distance_mm,303

Sample Id,Frame #,Timestamp (ms),Fill-Rate %,Z Accuracy %,Plane Fit RMS Error %,Subpixel RMS Error (pixel),
0,40451,1372786.8332,99.7072,0.7089,1.2312,0.2940,
1,41137,1373127.1317,99.8206,0.7180,1.2454,0.2986,
2,41146,1373469.7978,99.6897,0.7075,1.2284,0.2927,
3,41158,1373809.3148,99.8061,0.7241,1.2641,0.3021,
4,41166,1374148.9415,99.7731,0.7326,1.2741,0.3059,
5,41178,1374485.2400,99.7286,0.7368,1.2850,0.3087,
6,41189,1374828.9673,99.7482,0.7454,1.3007,0.3134,
7,41198,1375174.1967,99.7599,0.7425,1.2944,0.3119,
8,41210,1375519.2265,99.7892,0.7242,1.2689,0.3041,
9,41219,1375865.0850,99.7230,0.7197,1.2566,0.3006,
10,41230,1376217.2153,99.7249,0.7089,1.2352,0.2946,
11,41239,1376563.5109,99.6973,0.6963,1.2125,0.2873,
12,41251,1376906.8375,99.7202,0.6927,1.2012,0.2848,
13,41260,1377245.3362,99.7132,0.7032,1.2255,0.2917,
14,41270,1377601.7013,99.7102,0.7173,1.2557,0.2998,
15,41281,1377940.9425,99.6989,0.7026,1.2191,0.2907,
16,41293,1378276.3182,99.6936,0.7003,1.2171,0.2891,
17,41302,1378613.9935,99.6882,0.6922,1.2026,0.2853,
18,41313,1378953.1122,99.7031,0.6946,1.2043,0.2860,
19,41322,1379287.0581,99.7105,0.6956,1.2082,0.2867,
20,41333,1379618.8093,99.7215,0.7027,1.2169,0.2898,
21,41342,1379954.1989,99.7024,0.7094,1.2324,0.2945,
22,41353,1380294.8988,99.7175,0.7036,1.2221,0.2913,
23,41362,1380634.5537,99.6990,0.7025,1.2155,0.2898,
24,41373,1380971.4013,99.7141,0.6967,1.2074,0.2871,
25,41382,1381310.8702,99.7056,0.6893,1.1951,0.2833,
26,41394,1381650.7396,99.6879,0.6780,1.1656,0.2758,
27,41402,1381986.0332,99.7102,0.7034,1.2226,0.2913,
28,41414,1382324.9115,99.6972,0.7134,1.2438,0.2967,
29,41422,1382663.5105,99.7115,0.7081,1.2351,0.2938,
30,41433,1382998.3382,99.7022,0.6903,1.1988,0.2842,
31,41442,1383335.2490,99.6994,0.6998,1.2173,0.2892,
32,41454,1383681.9462,99.6946,0.6844,1.1807,0.2792,
33,41462,1384025.9559,99.7144,0.7036,1.2209,0.2906,
34,41474,1384372.7432,99.6982,0.7010,1.2172,0.2895,
35,41483,1384712.0076,99.7090,0.7013,1.2192,0.2901,
36,41496,1385055.8668,99.7070,0.6874,1.1912,0.2825,
37,41505,1385402.1040,99.6931,0.6848,1.1821,0.2803,
38,41517,1385743.4160,99.6913,0.6874,1.1893,0.2814,
39,41525,1386108.8399,99.7051,0.6994,1.2182,0.2894,
40,41537,1386453.0735,99.7168,0.7008,1.2181,0.2894,
41,41546,1386795.6480,99.6921,0.7024,1.2192,0.2901,
42,41558,1387132.2323,99.6975,0.6971,1.2126,0.2881,
43,41567,1387464.0816,99.6896,0.6965,1.2088,0.2870,
44,41578,1387795.5808,99.6945,0.6962,1.2041,0.2862,
45,41587,1388131.0805,99.7121,0.6917,1.1935,0.2844,
46,41598,1388464.4501,99.7303,0.6935,1.1981,0.2850,
47,41607,1388797.6686,99.6948,0.6846,1.1809,0.2804,
48,41616,1389137.1520,99.7102,0.6877,1.1925,0.2825,
49,41628,1389471.3430,99.7044,0.6997,1.2122,0.2883,
50,41637,1389817.4764,99.7063,0.6976,1.2146,0.2879,
51,41648,1390148.2051,99.7061,0.7008,1.2171,0.2900,
52,41657,1390474.3931,99.7109,0.6939,1.2008,0.2856,
53,41669,1390806.3566,99.7097,0.6927,1.1982,0.2846,
54,41678,1391132.4301,99.6894,0.6902,1.1974,0.2838,
55,41686,1391475.6186,99.7181,0.7021,1.2201,0.2902,
56,41698,1391811.3696,99.6973,0.7088,1.2293,0.2932,
57,41707,1392147.0795,99.7131,0.7122,1.2444,0.2965,
58,41719,1392482.4061,99.6909,0.6866,1.1908,0.2821,
59,41727,1392812.2444,99.7085,0.6951,1.2048,0.2866,
60,41739,1393148.1300,99.6978,0.6956,1.2067,0.2871,
61,41747,1393492.7377,99.7136,0.6949,1.2041,0.2859,
