Device Info:
Type:,Intel RealSense D435
HW Id:,0B07
Serial Num:,819112072284
Firmware Ver:,05.11.01.00

Streaming profile:
Stream,Format,Resolution,FPS
Depth,Z16,1280x720,30
Infrared 1,Y8,1280x720,30

Environment:
Plane-Fit_distance_mm,2600,470703
Ground-Truth_Distance_mm,2575

Sample Id,Frame #,Timestamp (ms),Fill-Rate %,Z Accuracy %,Plane Fit RMS Error %,Subpixel RMS Error (pixel),
0,25947,878703.5297,99.9871,1.2536,37.1445,0.1585,
1,26336,879065.1148,99.9932,1.1690,38.4160,0.1621,
2,26348,879423.7571,100.0000,1.2639,35.2535,0.1497,
3,26358,879775.9201,100.0000,1.0952,34.3193,0.1453,
4,26367,880132.2510,99.9919,1.1742,37.4782,0.1603,
5,26379,880492.0046,99.9939,1.2167,38.5020,0.1619,
6,26389,880856.2586,100.0000,1.3571,36.3490,0.1529,
7,26401,881216.7914,99.9776,1.2902,39.4811,0.1670,
8,26411,881573.3436,100.0000,1.3359,35.1139,0.1482,
9,26422,881925.3253,100.0000,1.2640,38.0603,0.1614,
10,26434,882280.1350,100.0000,1.2656,35.7320,0.1513,
11,26443,882642.5660,99.9898,1.2165,37.0540,0.1577,
12,26455,883001.5686,99.9986,1.3808,37.4697,0.1591,
13,26464,883359.1950,99.9776,1.1033,38.5182,0.1647,
14,26476,883713.1246,100.0000,1.2693,36.5211,0.1543,
15,26485,884074.4795,99.9919,1.1414,38.7537,0.1643,
16,26498,884432.3725,100.0000,1.2553,36.3255,0.1540,
17,26507,884792.7095,100.0000,1.1286,35.9294,0.1524,
18,26519,885155.7728,100.0000,1.1448,36.8364,0.1565,
19,26528,885516.0249,100.0000,1.0870,36.7769,0.1565,
20,26541,885882.1865,99.9966,1.2606,36.5633,0.1547,
21,26553,886244.4597,99.9980,1.3066,39.1026,0.1669,
22,26562,886604.6120,99.9641,1.3174,39.2801,0.1691,
23,26574,886963.8345,99.9973,1.1411,36.9463,0.1571,
24,26583,887323.9184,99.9864,1.1437,36.4635,0.1562,
25,26595,887683.9227,99.9973,1.2806,38.6723,0.1636,
26,26605,888037.9040,99.9769,1.2589,38.3606,0.1615,
27,26617,888395.4290,99.9993,1.3724,33.3945,0.1405,
28,26626,888753.2103,100.0000,1.1279,38.0885,0.1625,
29,26638,889108.8730,99.9769,1.3101,37.2453,0.1577,
30,26647,889460.4046,100.0000,1.2115,37.6274,0.1585,
31,26659,889814.3892,99.9953,1.0913,37.4179,0.1590,
32,26668,890165.3037,100.0000,1.0436,37.8614,0.1626,
33,26680,890525.2636,99.9993,1.2925,37.5019,0.1585,
34,26692,890884.9202,100.0000,1.1041,37.5266,0.1598,
35,26701,891247.4628,99.9966,1.1779,37.1185,0.1568,
36,26713,891605.6668,100.0000,1.3185,38.8496,0.1636,
37,26722,891964.3129,100.0000,1.2457,34.9571,0.1482,
38,26734,892321.8670,99.9953,1.2389,38.3958,0.1633,
39,26746,892682.6145,100.0000,1.2623,35.8762,0.1521,
40,26755,893038.2097,100.0000,1.3144,36.6136,0.1556,
41,26767,893389.4893,99.9620,1.1254,37.0716,0.1570,
42,26776,893742.1278,99.9980,1.3307,36.5084,0.1545,
43,26788,894094.2980,99.9851,1.3010,35.7144,0.1510,
44,26800,894446.9896,99.9993,1.3112,35.5285,0.1494,
45,26809,894800.5816,99.9613,1.1609,37.6568,0.1602,
46,26820,895154.4228,99.9980,1.2609,36.3878,0.1537,
47,26829,895511.0963,100.0000,1.0824,37.6034,0.1600,
48,26841,895865.1376,99.9878,1.2113,35.9312,0.1526,
49,26850,896220.6133,99.9756,1.2344,36.4080,0.1540,
50,26862,896577.4337,99.9966,1.2358,38.0100,0.1612,
51,26871,896938.3752,100.0000,1.2685,36.7290,0.1560,
52,26883,897292.4810,99.9986,1.0978,36.6974,0.1565,
53,26892,897644.7527,100.0000,1.2820,37.1363,0.1584,
54,26905,897995.4336,100.0000,1.2326,37.7139,0.1605,
55,26914,898345.1204,99.9993,1.2594,38.2309,0.1614,
56,26926,898695.8182,99.9939,1.2438,38.9398,0.1654,
57,26935,899060.3715,100.0000,1.2392,36.5379,0.1552,
58,26947,899420.4940,99.9844,1.2012,37.7335,0.1605,
59,26957,899775.1964,100.0000,1.1210,38.5282,0.1636,
60,26969,900136.3111,100.0000,1.2176,38.7286,0.1646,
61,26978,900494.6614,100.0000,1.1418,37.3371,0.1587,
62,26990,900856.8267,99.9980,1.2372,36.8397,0.1564,
63,27002,901219.4698,99.9729,1.2108,38.1501,0.1626,
64,27011,901577.6729,100.0000,1.3944,37.1570,0.1570,
65,27023,901928.9390,99.9851,1.2894,37.8814,0.1603,
66,27032,902285.3762,99.9966,1.1783,38.6956,0.1645,
67,27044,902642.7997,99.9803,1.1149,36.5464,0.1555,
68,27053,902998.8646,100.0000,1.2475,35.0656,0.1480,
69,27066,903348.9290,99.9932,1.1055,37.9348,0.1607,
70,27075,903705.4330,99.9993,1.3801,34.8402,0.1484,
71,27087,904059.0260,100.0000,1.3116,38.2910,0.1629,
72,27096,904414.2840,99.9329,1.1463,37.5092,0.1597,
73,27108,904765.9493,99.9980,1.1327,36.7667,0.1572,
74,27117,905115.7401,99.9932,1.2246,35.1806,0.1486,
75,27129,905465.7321,100.0000,1.1589,36.7993,0.1565,
76,27138,905826.8332,99.9946,1.3281,35.4948,0.1507,
77,27151,906172.1659,100.0000,1.2441,37.9746,0.1618,
78,27160,906522.8801,100.0000,1.1364,40.9715,0.1746,
79,27172,906878.7815,100.0000,1.1091,36.1249,0.1541,
80,27181,907234.4148,100.0000,1.2980,37.0874,0.1572,
81,27193,907593.1740,100.0000,1.3002,36.2672,0.1540,
82,27205,907953.7191,99.9925,1.3332,37.0646,0.1571,
83,27214,908317.2369,99.9858,1.3447,37.2181,0.1575,
84,27226,908683.7982,99.9993,1.2215,36.6277,0.1556,
85,27235,909048.8913,100.0000,1.3267,39.1790,0.1658,
86,27247,909412.9001,100.0000,1.0879,36.7850,0.1561,
87,27257,909789.4830,99.9295,1.2854,38.0511,0.1617,
88,27269,910147.4827,100.0000,1.2366,38.5297,0.1623,
89,27279,910504.8363,100.0000,1.2507,35.8965,0.1507,
90,27290,910854.9586,100.0000,1.0383,36.2074,0.1543,
